"To determine who Dave is dancing with at the end of the dance, let's follow the sequence of partner changes.

Initially, Dave is dancing with Helga.

1. Claire and Alice switch partners: Claire is now dancing with Alice, and Alice is dancing with Karl.
2. Alice and Dave switch partners: Alice is now dancing with Dave, and Dave is dancing with Karl.
3. Alice and Bob switch partners: Alice is now dancing with Bob, and Bob is dancing with Karl.
4. Bob and Eve switch partners: Bob is now dancing with Eve, and Eve is dancing with Karl.
5. Dave and Bob switch partners: Dave is now dancing with Eve, and Bob is dancing with Karl.

At the end of the dance, Dave is dancing with Eve."
"To determine who ends up with what gift, let's follow the sequence of gift swaps:

1. Claire and Alice swap gifts: 
   - Claire has the orange ball, and Alice has the brown present.
   - Bob has the red present, Dave has the pink ball, and Eve has the black ball.

2. Dave and Bob swap gifts: 
   - Claire has the orange ball, Alice has the red present, Bob has the pink ball, Dave has the red present, and Eve has the black ball.

3. Dave and Claire swap gifts: 
   - Claire has the red present, Alice has the orange ball, Bob has the pink ball, Dave has the orange ball, and Eve has the black ball.

4. Claire and Alice swap gifts: 
   - Claire has the orange ball, Alice has the red present, Bob has the pink ball, Dave has the orange ball, and Eve has the black ball.

5. Eve and Alice swap gifts: 
   - Claire has the orange ball, Alice has the black ball, Bob has the pink ball, Dave has the orange ball, and Eve has the red present.

At the end of the event, Dave has the orange ball."
"To determine who Bob is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Claire and Bob switch partners: Claire is now with Bob, and Bob is with Izzi.
2. Claire and Alice switch partners: Claire is now with Alice, and Alice is with Bob. So, Bob is with Izzi.
3. Bob and Claire switch partners: Claire is now with Bob, and Bob is with Alice. So, Bob is with Alice.
4. Eve and Bob switch partners: Eve is now with Bob, and Bob is with Eve.
5. Dave and Claire switch partners: Claire is now with Dave, and Dave is with Alice. However, this change does not affect Bob's partner.

After the last switch, Bob is with Eve. Therefore, the correct answer is:

(C) Karl."
"To determine Bob's position at the end of the match, let's follow the sequence of position swaps:

1. Eve and Dave trade positions: Eve moves to center midfielder, and Dave moves to right midfielder.
2. Dave and Bob trade positions: Dave moves to striker, and Bob moves to center midfielder.
3. Dave and Claire trade positions: Dave moves to cheerleader, and Claire moves to center midfielder.
4. Dave and Bob trade positions: Dave moves to striker, and Bob moves to center midfielder again.
5. Alice and Bob trade positions: Alice moves to striker, and Bob moves to goalkeeper.

So, at the end of the match, Bob is playing goalkeeper. The correct answer is (C)."
"To determine the final book in Claire's possession, let's follow the sequence of trades:

1. Eve and Claire swap books: Claire gets Hound of the Baskervilles, and Eve gets Catch-22.
2. Alice and Bob swap books: Alice gets Moby Dick, and Bob gets Ulysses.
3. Dave and Alice swap books: Dave gets Ulysses, and Alice gets Frankenstein.
4. Bob and Dave swap books: Bob gets Frankenstein, and Dave gets Ulysses.
5. Eve and Bob swap books: Eve gets Frankenstein, and Bob gets Catch-22.

Now, let's analyze the sequence of trades for Claire: Claire initially had Catch-22, then swapped it with Eve for Hound of the Baskervilles. Since Claire didn't participate in any other trades involving Catch-22, she still has Hound of the Baskervilles at the end of the semester.

The correct answer is (D) Hound of the Baskervilles."
"To determine the final book in Claire's possession, let's track the trades step by step:

1. Eve and Alice swap books: 
   - Eve gets Lolita (initially Alice's book)
   - Alice gets The Great Gatsby (initially Eve's book)

2. Alice and Bob swap books:
   - Alice gets Catch-22 (initially Bob's book)
   - Bob gets The Great Gatsby (initially Alice's book)

3. Claire and Bob swap books:
   - Claire gets The Great Gatsby (initially Bob's book)
   - Bob gets The Pearl (initially Claire's book)

4. Eve and Dave swap books:
   - Eve gets Frankenstein (initially Dave's book)
   - Dave gets Lolita (initially Eve's book)

5. Bob and Claire swap books:
   - Claire gets Catch-22 (initially Bob's book)
   - Bob gets The Pearl (initially Claire's book)

After all the trades, Claire has Catch-22."
"To determine the final position of Dave, let's track the position changes:

1. Alice and Eve trade positions: 
   - Alice (striker) becomes goalkeeper
   - Eve (goalkeeper) becomes striker

2. Alice and Claire trade positions: 
   - Alice (goalkeeper) becomes cheerleader
   - Claire (cheerleader) becomes goalkeeper

3. Dave and Bob trade positions: 
   - Dave (benchwarmer) becomes fullback
   - Bob (fullback) becomes benchwarmer

4. Alice and Dave trade positions: 
   - Alice (cheerleader) becomes fullback
   - Dave (fullback) becomes cheerleader

5. Dave and Eve trade positions: 
   - Dave (cheerleader) becomes goalkeeper
   - Eve (striker) becomes cheerleader

At the end of the match, Dave is playing goalkeeper. The correct answer is (A)."
"To determine the final partner of Dave, let's follow the sequence of partner changes:

1. Eve and Alice switch partners: 
   - Eve is now with Ophelia
   - Alice is now with Helga
   - Dave is still with Melissa
   - Claire is still with Karl
   - Bob is still with Rodrigo

2. Dave and Claire switch partners:
   - Dave is now with Karl
   - Claire is now with Melissa
   - Eve is still with Ophelia
   - Alice is still with Helga
   - Bob is still with Rodrigo

3. Claire and Eve switch partners:
   - Claire is now with Ophelia
   - Eve is now with Melissa
   - Dave is still with Karl
   - Alice is still with Helga
   - Bob is still with Rodrigo

4. Bob and Alice switch partners:
   - Bob is now with Helga
   - Alice is now with Rodrigo
   - Dave is still with Karl
   - Claire is still with Ophelia
   - Eve is still with Melissa

5. Bob and Dave switch partners:
   - Bob is now with Karl
   - Dave is now with Helga
   - Alice is still with Rodrigo
   - Claire is still with Ophelia
   - Eve is still with Melissa

At the end of the dance, Dave is dancing with Helga."
"To determine who Alice is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Initially, Alice is dancing with Lola.
2. After the first switch, Dave and Alice switch partners. So, Alice is now dancing with Dave.
3. Then, Claire and Dave switch partners. So, Dave is now dancing with Claire, and Alice is still dancing with Dave.
4. Next, Alice and Dave switch partners. So, Alice is now dancing with Claire, and Dave is dancing with Alice's previous partner, which is Lola.
5. After that, Bob and Eve switch partners. This doesn't affect Alice's current partner, Claire.
6. Finally, Bob and Alice switch partners. So, Alice is now dancing with Bob, and Bob is dancing with Claire's previous partner, which is Sam.

Therefore, at the end of the dance, Alice is dancing with Sam. The correct answer is (A) Sam."
"To determine the final position of Alice, let's follow the sequence of position swaps:

1. Claire and Eve trade positions: Claire moves to right winger, and Eve moves to striker.
2. Claire and Dave trade positions: Claire moves to left midfielder, and Dave moves to striker (previously Eve's position).
3. Eve and Claire trade positions: Eve moves to striker, and Claire moves back to right winger (previously her position).
4. Claire and Alice trade positions: Claire moves to cheerleader, and Alice moves to right winger (previously Claire's position).
5. Bob and Dave trade positions: Bob moves to left midfielder, and Dave moves to goalkeeper.

After all the swaps, Alice is playing right winger. The correct answer is (B)."
"To determine who Eve is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Dave and Bob switch partners: 
   - Dave is now with Patrick, and Bob is with Melissa.
   - Claire is still with Ophelia.
   - Alice is still with Jamie.
   - Eve is still with Rodrigo.

2. Claire and Dave switch partners:
   - Claire is now with Dave (who is with Patrick), and Dave is with Ophelia.
   - Bob is still with Melissa.
   - Alice is still with Jamie.
   - Eve is still with Rodrigo.

3. Eve and Alice switch partners:
   - Eve is now with Jamie, and Alice is with Rodrigo.

4. Claire and Eve switch partners:
   - Claire is now with Eve (who is with Jamie), and Eve is with Ophelia.
   - Alice is still with Rodrigo.

5. Alice and Eve switch partners:
   - Alice is now with Ophelia, and Eve is with Jamie.

So, at the end of the dance, Eve is dancing with Jamie. The correct answer is (C) Jamie."
"To determine Claire's position at the end of the match, let's follow the sequence of position swaps:

1. Eve and Alice trade positions: 
   - Eve (center midfielder) becomes right midfielder.
   - Alice (right midfielder) becomes center midfielder.

2. Dave and Alice trade positions:
   - Dave (left winger) becomes center midfielder.
   - Alice (center midfielder) becomes left winger.

3. Alice and Eve trade positions:
   - Alice (left winger) becomes right midfielder.
   - Eve (right midfielder) becomes center midfielder.

4. Dave and Claire trade positions:
   - Dave (center midfielder) becomes goalkeeper.
   - Claire (goalkeeper) becomes center midfielder.

5. Bob and Claire trade positions:
   - Bob (benchwarmer) becomes goalkeeper.
   - Claire (center midfielder) becomes benchwarmer.

At the end of the match, Claire is playing benchwarmer. The correct answer is (D)."
"To determine who ends up with what gift, let's follow the sequence of gift swaps:

1. Claire and Eve swap gifts: Claire gets the blue present, and Eve gets the orange ball.
2. Claire and Bob swap gifts: Claire gets the purple present, and Bob gets the blue present.
3. Alice and Dave swap gifts: Alice gets the pink ball, and Dave gets the brown present.
4. Bob and Claire swap gifts: Claire gets the blue present back, and Bob gets the purple present.
5. Bob and Alice swap gifts: Claire still has the blue present, and Bob gets the pink ball, but then Alice gets the pink ball from Bob, and Bob gets the brown present from Alice.

So, after all the swaps, Claire has the blue present. The correct answer is (B)."
"To determine the final book in Eve's possession, let's track the trades step by step:

1. Eve and Bob swap books: Eve gets Moby Dick, and Bob gets The Odyssey.
2. Alice and Claire swap books: Alice gets Hound of the Baskervilles, and Claire gets Catch-22.
3. Alice and Dave swap books: Alice gets Lolita, and Dave gets Catch-22.
4. Claire and Dave swap books: Claire gets Lolita, and Dave gets Catch-22 (no change in Claire's book).
5. Bob and Claire swap books: Bob gets Catch-22, and Claire gets The Odyssey.

Now, let's determine Eve's book: Eve initially got Moby Dick from Bob in the first trade. Since there were no trades involving Eve and Moby Dick after the first trade, Eve still has Moby Dick at the end of the semester.

The correct answer is (C) Moby Dick."
"To determine the final book in Alice's possession, let's track the trades step by step:

1. Eve and Bob swap books: Eve gets Moby Dick, and Bob gets Catch-22.
2. Dave and Alice swap books: Dave gets Hound of the Baskervilles, and Alice gets Frankenstein.
3. Bob and Claire swap books: Bob gets The Fellowship of the Ring, and Claire gets Catch-22.
4. Alice and Dave swap books: Alice gets Moby Dick, and Dave gets Frankenstein.
5. Claire and Bob swap books: Claire gets Catch-22, and Bob gets Frankenstein.

Now, let's analyze the final book in Alice's possession: Alice had Frankenstein initially, then got Moby Dick from Dave, and then got Frankenstein from Dave again. So, Alice ends up with Moby Dick. 

The correct answer is (B) Moby Dick."
"To determine who Claire is dancing with at the end of the dance, let's follow the sequence of partner changes.

Initially, Claire is dancing with Helga.

1. Eve and Claire switch partners: Claire is now dancing with Lola.
2. Claire and Dave switch partners: Claire is now dancing with Patrick.
3. Claire and Alice switch partners: Claire is now dancing with Alice.
4. Bob and Alice switch partners: Claire is still dancing with Alice, but Alice is now dancing with Bob.
5. Dave and Claire switch partners: Claire is now dancing with Dave.

So, at the end of the dance, Claire is dancing with Dave."
"To determine who ends up with which gift, let's follow the sequence of swaps:

1. Alice and Eve swap gifts: 
   - Alice has the green present (Eve's original gift)
   - Eve has the yellow present (Alice's original gift)

2. Bob and Dave swap gifts: 
   - Bob has the purple present (Dave's original gift)
   - Dave has the orange ball (Bob's original gift)

3. Bob and Eve swap gifts: 
   - Bob has the yellow present (Eve's gift from step 1)
   - Eve has the orange ball (Bob's gift from step 2)

4. Claire and Eve swap gifts: 
   - Claire has the orange ball (Eve's gift from step 3)
   - Eve has the red present (Claire's original gift)

5. Dave and Alice swap gifts: 
   - Dave has the green present (Alice's gift from step 1)
   - Alice has the purple present (Dave's gift from step 2)

At the end of the event, Alice has the purple present."
"To determine Eve's position at the end of the match, let's follow the sequence of position swaps:

1. Eve and Bob trade positions: Eve moves from left midfielder to striker, and Bob moves from striker to left midfielder.
2. Eve and Dave trade positions: Eve moves from striker to right midfielder, and Dave moves from right midfielder to striker.
3. Alice and Eve trade positions: Eve moves from right midfielder to right winger, and Alice moves from right winger to right midfielder.
4. Bob and Claire trade positions: Bob moves from left midfielder to cheerleader, and Claire moves from cheerleader to left midfielder.
5. Eve and Claire trade positions: Eve moves from right winger to left midfielder, and Claire moves from left midfielder to right winger.

So, at the end of the match, Eve is playing left midfielder. The correct answer is (E)."
"To determine who Bob is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Dave and Eve switch partners: Dave is now with Eve, and Eve is with Dave's previous partner, which is Karl.
2. Eve and Claire switch partners: Eve is now with Claire, and Claire is with Eve's previous partner, which is Karl's previous partner, Dave. So, Claire is with Dave, and Eve is with Karl.
3. Alice and Dave switch partners: Alice is now with Dave, and Dave is with Alice's previous partner, which is Karl's previous partner, Eve's previous partner, which is Dave. So, Dave is with Eve, and Alice is with Dave's previous partner, which is Karl.
4. Claire and Eve switch partners: Claire is now with Eve, and Eve is with Claire's previous partner, which is Dave. So, Eve is with Dave, and Claire is with Karl.
5. Eve and Bob switch partners: Eve is now with Bob, and Bob is with Eve's previous partner, which is Dave.

So, at the end of the dance, Bob is dancing with Dave's previous partner, which is Eve's previous partner, which is Karl's previous partner, which is Dave's previous partner, which is Eve's previous partner, which is Claire's previous partner, which is Dave's previous partner, which is Eve's previous partner, which is Dave's previous partner, which is Alice's previous partner, which is Karl. However, we can simplify this by following the sequence of partner changes. 

At the end of the dance, Eve is with Dave, and Dave is with Alice. So, Bob is with Eve's previous partner, which is Dave's previous partner, which is Alice's previous partner, which is Karl."
"To determine who has what gift at the end of the event, let's follow the sequence of gift swaps:

1. Dave and Claire swap gifts: 
   - Dave has the black ball, Claire has the white present.

2. Dave and Eve swap gifts: 
   - Dave has the orange ball, Claire has the white present, Eve has the black ball.

3. Alice and Claire swap gifts: 
   - Dave has the orange ball, Claire has the green present, Eve has the black ball, Alice has the white present.

4. Eve and Alice swap gifts: 
   - Dave has the orange ball, Claire has the green present, Eve has the white present, Alice has the black ball.

5. Bob and Dave swap gifts: 
   - Dave has the brown present, Claire has the green present, Eve has the white present, Alice has the black ball, Bob has the orange ball.

At the end of the event, Claire has the green present."
"To determine who ends up with which ball, let's follow the sequence of ball swaps:

1. Claire and Bob swap balls: Claire gets the brown ball, and Bob gets the blue ball.
2. Claire and Alice swap balls: Claire gets the white ball, and Alice gets the blue ball.
3. Dave and Eve swap balls: Dave gets the purple ball, and Eve gets the yellow ball.
4. Bob and Alice swap balls: Bob gets the blue ball, and Alice gets the brown ball.
5. Claire and Alice swap balls: Claire gets the brown ball (which she had from the first swap), and Alice gets the white ball.

So, at the end of the game, Alice has the white ball. The correct answer is (B) white ball."
"To determine the final position of Dave, let's track the position changes:

1. Claire and Dave trade positions: Claire moves to fullback, and Dave moves to right winger.
2. Dave and Bob trade positions: Dave moves to benchwarmer, and Bob moves to right winger.
3. Alice and Bob trade positions: Alice moves to benchwarmer, and Bob moves to cheerleader.
4. Eve and Dave trade positions: Eve moves to benchwarmer, and Dave moves to right midfielder.
5. Alice and Dave trade positions: Alice moves to right midfielder, and Dave moves to cheerleader.

So, at the end of the match, Dave is playing cheerleader. The correct answer is (C)."
"To determine the final book Bob has, let's track the trades step by step:

1. Bob and Alice swap books: Bob gets The Pearl, and Alice gets Hound of the Baskervilles.
2. Claire and Dave swap books: Claire gets Lolita, and Dave gets Moby Dick.
3. Eve and Dave swap books: Eve gets Moby Dick, and Dave gets The Odyssey.
4. Bob and Dave swap books: Bob gets The Odyssey, and Dave gets The Pearl.
5. Eve and Bob swap books: Eve gets The Pearl, and Bob gets Lolita.

So, at the end of the semester, Bob has Lolita. The correct answer is (A)."
"To determine Bob's position at the end of the match, let's follow the sequence of position swaps:

1. Alice and Eve trade positions: 
   - Alice (benchwarmer) becomes left winger.
   - Eve (left winger) becomes benchwarmer.

2. Claire and Alice trade positions: 
   - Claire (cheerleader) becomes benchwarmer.
   - Alice (left winger) becomes cheerleader.

3. Eve and Alice trade positions: 
   - Eve (benchwarmer) becomes left winger.
   - Alice (cheerleader) becomes benchwarmer.

4. Bob and Dave trade positions: 
   - Bob (right midfielder) becomes striker.
   - Dave (striker) becomes right midfielder.

5. Dave and Eve trade positions: 
   - Dave (right midfielder) becomes left winger.
   - Eve (left winger) becomes striker.

At the end of the match, Bob is playing striker."
"To determine who Dave is dancing with at the end of the dance, let's follow the sequence of partner changes.

Initially, Dave is dancing with Sam.

1. Claire and Dave switch partners: Claire is now dancing with Sam, and Dave is dancing with Claire's original partner, which is Lola.
2. Eve and Bob switch partners: Eve is now dancing with Bob's original partner, which is Melissa, and Bob is dancing with Eve's original partner, which is Izzi.
3. Claire and Alice switch partners: Claire is now dancing with Alice's original partner, which is Karl, and Alice is dancing with Claire's new partner, which is Sam.
4. Eve and Alice switch partners: Eve is now dancing with Alice's new partner, which is Sam, and Alice is dancing with Eve's new partner, which is Melissa.
5. Claire and Dave switch partners: Claire is now dancing with Dave's original partner, which is Lola, and Dave is dancing with Claire's new partner, which is Karl.

So, at the end of the dance, Dave is dancing with Karl. The correct answer is (B)."
"To determine the final gift Eve has, let's follow the sequence of gift swaps:

1. Claire and Alice swap gifts: 
   - Claire has the red present, and Alice has the green present.
   - Bob has the blue present, and Eve has the purple present.
   - Dave has the yellow present.

2. Bob and Eve swap gifts: 
   - Claire has the red present, and Alice has the green present.
   - Bob has the purple present, and Eve has the blue present.
   - Dave has the yellow present.

3. Alice and Dave swap gifts: 
   - Claire has the red present, and Alice has the yellow present.
   - Bob has the purple present, and Eve has the blue present.
   - Dave has the green present.

4. Bob and Dave swap gifts: 
   - Claire has the red present, and Alice has the yellow present.
   - Bob has the green present, and Eve has the blue present.
   - Dave has the purple present.

5. Dave and Eve swap gifts: 
   - Claire has the red present, and Alice has the yellow present.
   - Bob has the green present, and Eve has the purple present.
   - Dave has the blue present.

At the end of the event, Eve has the purple present."
"To determine who ends up with which ball, let's follow the sequence of trades:

1. Dave and Claire swap balls: 
   - Dave has the brown ball (previously Claire's)
   - Claire has the black ball (previously Dave's)

2. Alice and Bob swap balls: 
   - Alice has the blue ball (previously Bob's)
   - Bob has the red ball (previously Alice's)

3. Eve and Dave swap balls: 
   - Eve has the black ball (previously Dave's)
   - Dave has the orange ball (previously Eve's)

4. Claire and Bob swap balls: 
   - Claire has the red ball (previously Bob's)
   - Bob has the brown ball (previously Claire's)

5. Dave and Eve swap balls: 
   - Eve has the orange ball (previously Dave's)
   - Dave has the black ball (previously Eve's)

At the end of the game, Eve has the orange ball."
"To determine Eve's position at the end of the match, let's follow the sequence of position swaps:

1. Dave and Bob trade positions: 
   - Dave moves from fullback to striker.
   - Bob moves from striker to fullback.

2. Claire and Eve trade positions: 
   - Claire moves from benchwarmer to left midfielder.
   - Eve moves from left midfielder to benchwarmer.

3. Eve and Bob trade positions: 
   - Eve moves from benchwarmer to fullback.
   - Bob moves from fullback to left midfielder.

4. Alice and Claire trade positions: 
   - Alice moves from right winger to benchwarmer.
   - Claire moves from left midfielder to right winger.

5. Alice and Dave trade positions: 
   - Alice moves from benchwarmer to fullback.
   - Dave moves from striker to benchwarmer.

Now, let's analyze the final positions:
- Eve is playing fullback.

The correct answer is (B) fullback."
"To determine the final gift Eve has, let's track the gift swaps step by step:

1. Alice and Dave swap gifts: 
   - Alice has the purple present (Dave's original gift)
   - Dave has the white present (Alice's original gift)

2. Claire and Dave swap gifts:
   - Claire has the purple present (Dave's gift from step 1)
   - Dave has the yellow present (Claire's original gift)

3. Dave and Eve swap gifts:
   - Eve has the purple present (Dave's gift from step 2)
   - Dave has the pink ball (Eve's original gift)

4. Bob and Dave swap gifts:
   - Dave has the green present (Bob's original gift)
   - Bob has the pink ball (Dave's gift from step 3)

5. Dave and Claire swap gifts:
   - Claire has the purple present (Dave's gift from step 2)
   - Dave has the yellow present (Claire's gift from step 2)

Now, let's determine Eve's final gift. Eve had the purple present after step 3, and there were no more swaps involving Eve and Dave. Therefore, Eve still has the purple present.

The correct answer is (E) purple present."
"To determine who Alice is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Initially, Alice is dancing with Melissa.
2. After the first switch, Bob and Dave switch partners. This doesn't affect Alice's partner.
3. Then, Claire and Bob switch partners. This means Claire is now dancing with Bob, and Bob is dancing with Claire (previously Lola). Alice's partner remains Melissa.
4. Next, Eve and Dave switch partners. This means Eve is now dancing with Dave, and Dave is dancing with Eve (previously Patrick). Alice's partner remains Melissa.
5. Then, Claire and Alice switch partners. This means Claire is now dancing with Alice, and Alice is dancing with Claire (previously Bob, who was dancing with Claire, but Claire was dancing with Lola, so Alice is now dancing with Lola).
6. Finally, Dave and Alice switch partners. This means Dave is now dancing with Alice, and Alice is dancing with Dave (previously Eve, but Eve was dancing with Dave, so Alice is now dancing with Eve).

So, at the end of the dance, Alice is dancing with Eve."
"To determine Claire's position at the end of the match, let's follow the sequence of position swaps:

1. Dave and Bob trade positions: 
   - Dave moves from center midfielder to right midfielder.
   - Bob moves from right midfielder to center midfielder.

2. Alice and Claire trade positions: 
   - Alice moves from benchwarmer to right winger.
   - Claire moves from right winger to benchwarmer.

3. Claire and Eve trade positions: 
   - Claire moves from benchwarmer to left winger.
   - Eve moves from left winger to benchwarmer.

4. Bob and Claire trade positions: 
   - Bob moves from center midfielder to left winger.
   - Claire moves from left winger to center midfielder.

5. Dave and Eve trade positions: 
   - Dave moves from right midfielder to left winger.
   - Eve moves from benchwarmer to right midfielder.

After all the swaps, let's determine Claire's position:
- Claire moved from right winger to benchwarmer, then to left winger, then to center midfielder, and finally stayed in center midfielder.

So, Claire is playing center midfielder at the end of the match. The correct answer is (E)."
"To determine the final book in Claire's possession, let's track the trades step by step:

1. Bob and Alice swap books: 
   - Bob gets Lolita, and Alice gets The Great Gatsby.

2. Eve and Claire swap books: 
   - Eve gets Ulysses, and Claire gets The Odyssey.

3. Alice and Bob swap books: 
   - Alice gets The Great Gatsby back, and Bob gets Lolita back.

4. Dave and Eve swap books: 
   - Dave gets The Odyssey, and Eve gets The Fellowship of the Ring.

5. Claire and Eve swap books: 
   - Claire gets The Odyssey back, and Eve gets Ulysses back.

After the final swap, Claire has The Odyssey."
"To determine the final book Bob has, let's track the trades step by step:

1. Claire and Dave swap books: Claire gets Catch-22, and Dave gets The Great Gatsby.
2. Bob and Claire swap books: Bob gets The Great Gatsby, and Claire gets Lolita.
3. Dave and Alice swap books: Dave gets Moby Dick, and Alice gets Catch-22.
4. Dave and Claire swap books: Dave gets Lolita, and Claire gets Catch-22.
5. Claire and Eve swap books: Claire gets Ulysses, and Eve gets Catch-22.

Now, let's look at the trades involving Bob: 
- Bob and Claire swapped books in step 2, and Bob got The Great Gatsby.
- There are no other trades involving Bob.

So, at the end of the semester, Bob has The Great Gatsby. The correct answer is (A)."
"To determine the final gift Eve has, let's follow the sequence of gift swaps:

1. Eve and Alice swap gifts: Eve gets the green present, and Alice gets the pink ball.
2. Dave and Bob swap gifts: No change for Eve, but now Bob has the red present, and Dave has the orange ball.
3. Claire and Dave swap gifts: No change for Eve, but now Claire has the red present, and Dave has the orange ball.
4. Eve and Claire swap gifts: Eve gets the red present, and Claire gets the green present.
5. Bob and Dave swap gifts: No change for Eve, but now Bob has the orange ball, and Dave has the red present that Eve had.

After the final swap, Eve has the red present. The correct answer is (E)."
"To determine who Bob is dancing with at the end of the dance, let's follow the sequence of partner changes:

1. Initially, Bob is dancing with Lola.
2. After the first switch, Bob and Eve switch partners. So, Bob is now dancing with Eve, and Eve is dancing with Lola.
3. After the second switch, Alice and Bob switch partners. So, Bob is now dancing with Alice, and Alice is dancing with Jamie.
4. After the third switch, Dave and Alice switch partners. So, Bob is still dancing with Alice, and Alice is now dancing with Dave.
5. After the fourth switch, Dave and Claire switch partners. So, Bob is still dancing with Alice, and Alice is now dancing with Claire.
6. After the fifth and final switch, Bob and Claire switch partners. So, Bob is now dancing with Claire, and Claire is dancing with Izzi.

However, we need to determine who Bob is dancing with at the end of the dance. We know that after the last switch, Bob is dancing with Claire, and Claire was initially dancing with Izzi. But we also know that Eve was initially dancing with Ophelia, and Eve and Bob switched partners in the first step. So, Eve is now dancing with Lola, and Lola was initially dancing with Bob. But after the first switch, Bob was dancing with Eve, and Eve was dancing with Ophelia. So, Bob was dancing with Ophelia after the first switch. 

Therefore, the correct answer is (A) Ophelia."
"To determine who Dave is dancing with at the end of the dance, let's follow the sequence of partner changes.

Initially, Dave is dancing with Jamie.

1. Claire and Alice switch partners. This doesn't affect Dave's partner.
   - Claire (Lola) and Alice (Ophelia) are now dancing together.
   - Dave is still dancing with Jamie.

2. Eve and Alice switch partners. This affects Dave's partner.
   - Eve (Izzi) and Alice (Lola) are now dancing together.
   - Dave is now dancing with Eve's previous partner, which is Izzi.

3. Claire and Dave switch partners. This affects Dave's partner.
   - Claire (Eve's previous partner, Izzi) and Dave are now dancing together.
   - Dave is now dancing with Claire's previous partner, which is Izzi.

4. Dave and Bob switch partners. This affects Dave's partner.
   - Dave (Izzi) and Bob are now dancing together.
   - Dave is now dancing with Bob's previous partner, which is Karl.

5. Claire and Alice switch partners. This doesn't affect Dave's partner.
   - Claire (Alice's previous partner, Ophelia) and Alice are now dancing together.
   - Dave is still dancing with Karl.

At the end of the dance, Dave is dancing with Karl."
"To determine who ends up with which gift, let's follow the sequence of gift swaps:

1. Claire and Alice swap gifts: 
   - Claire has the green present, and Alice has the red present.
   - Bob has the yellow present, Dave has the pink ball, and Eve has the white present.

2. Dave and Eve swap gifts: 
   - Claire has the green present, Alice has the green present, Bob has the yellow present, Dave has the white present, and Eve has the pink ball.

3. Bob and Dave swap gifts: 
   - Claire has the green present, Alice has the green present, Bob has the white present, Dave has the yellow present, and Eve has the pink ball.

4. Eve and Dave swap gifts: 
   - Claire has the green present, Alice has the green present, Bob has the white present, Dave has the pink ball, and Eve has the yellow present.

5. Dave and Alice swap gifts: 
   - Claire has the green present, Alice has the pink ball, Bob has the white present, Dave has the green present, and Eve has the yellow present.

At the end of the event, Alice has the pink ball."
"To determine who ends up with which ball, let's follow the sequence of ball swaps:

1. Bob and Alice swap balls: 
   - Bob has the black ball (initially Alice's), 
   - Alice has the brown ball (initially Bob's).

2. Alice and Claire swap balls:
   - Alice has the red ball (initially Claire's), 
   - Claire has the brown ball (initially Alice's).

3. Eve and Alice swap balls:
   - Alice has the green ball (initially Eve's), 
   - Eve has the red ball (initially Alice's).

4. Claire and Bob swap balls:
   - Claire has the black ball (initially Bob's), 
   - Bob has the brown ball (initially Claire's).

5. Claire and Dave swap balls:
   - Claire has the white ball (initially Dave's), 
   - Dave has the black ball (initially Claire's).

Now, let's determine who has which ball at the end of the game:
- Alice has the green ball.
- Bob has the brown ball.
- Claire has the white ball.
- Dave has the black ball.
- Eve has the red ball.

The correct answer is (B) red ball."
"To determine the final position of Bob, let's track the position changes:

1. Claire and Dave trade positions: Claire moves to fullback, and Dave moves to right winger.
2. Dave and Bob trade positions: Dave moves to benchwarmer, and Bob moves to fullback.
3. Alice and Bob trade positions: Alice moves to fullback, and Bob moves to cheerleader.
4. Eve and Dave trade positions: Eve moves to benchwarmer, and Dave moves to right midfielder.
5. Alice and Dave trade positions: Alice moves to right midfielder, and Dave moves to fullback.

After all the trades, we can see that Bob is playing cheerleader. 

The correct answer is (E)."
"To determine the final gift Eve has, let's follow the sequence of gift swaps:

1. Alice and Bob swap gifts: 
   - Alice has the brown present (previously Bob's), 
   - Bob has the green present (previously Alice's), 
   - Claire has the purple present, 
   - Dave has the white present, 
   - Eve has the blue present.

2. Bob and Eve swap gifts: 
   - Alice has the brown present, 
   - Bob has the blue present (previously Eve's), 
   - Claire has the purple present, 
   - Dave has the white present, 
   - Eve has the green present (previously Bob's).

3. Dave and Eve swap gifts: 
   - Alice has the brown present, 
   - Bob has the blue present, 
   - Claire has the purple present, 
   - Dave has the green present (previously Eve's), 
   - Eve has the white present (previously Dave's).

4. Alice and Claire swap gifts: 
   - Alice has the purple present (previously Claire's), 
   - Bob has the blue present, 
   - Claire has the brown present (previously Alice's), 
   - Dave has the green present, 
   - Eve has the white present.

5. Bob and Eve swap gifts: 
   - Alice has the purple present, 
   - Bob has the white present (previously Eve's), 
   - Claire has the brown present, 
   - Dave has the green present, 
